Cannot delete standard link. You can hide it if you want,"Невозможно удалить стандартную ссылку. Вы можете скрыть ее, если хотите",
Cannot delete system generated field <strong>{0}</strong>. You can hide it instead.,Невозможно удалить сгенерированное системой поле <strong>{0}</strong>. Вместо этого Вы можете скрыть его.,
Cannot delete {0},Невозможно удалить {0},
Cannot delete {0} as it has child nodes,"Невозможно удалить {0}, поскольку у него есть дочерние узлы",
Cannot edit Standard Dashboards,Невозможно редактировать стандартные информационные панели,
"Cannot edit Standard Notification. To edit, please disable this and duplicate it","Невозможно отредактировать стандартное уведомление. Чтобы отредактировать, отключите это уведомление и продублируйте его",
Cannot edit Standard charts,Невозможно редактировать стандартные диаграммы,
Cannot edit a standard report. Please duplicate and create a new report,"Невозможно отредактировать стандартный отчет. Пожалуйста, продублируйте и создайте новый отчет",
Cannot edit cancelled document,Невозможно редактировать отмененный документ,
Cannot edit filters for standard charts,Невозможно редактировать фильтры для стандартных графиков,
Cannot edit filters for standard number cards,Невозможно редактировать фильтры для стандартных числовых блоков,
Cannot edit standard fields,Невозможно редактировать стандартные поля,
Cannot enable {0} for a non-submittable doctype,"Невозможно включить {0} для доктайпа, не подлежащего проведению",
Cannot find file {} on disk,Невозможно найти файл {} на диске,
Cannot get file contents of a Folder,Невозможно получить содержимое файлов в папке,
Cannot have multiple printers mapped to a single print format.,Невозможно подключить несколько принтеров к одному формату печати.,
Cannot link cancelled document: {0},Невозможно связать отмененный документ: {0},
Cannot map because following condition fails:,"Невозможно создать соответствие, потому что следующее условие не выполняется:",
Cannot match column {0} with any field,Невозможно сопоставить колонку {0} с каким-либо полем,
Cannot move row,Невозможно переместить строку,
Cannot remove ID field,Невозможно удалить поле ID,
Cannot set 'Report' permission if 'Only If Creator' permission is set,"Невозможно установить разрешение 'Отчет', если установлено разрешение 'Только если создатель'",
Cannot set Notification with event {0} on Document Type {1},Невозможно установить уведомление с событием {0} на тип документа {1},
Cannot share {0} with submit permission as the doctype {1} is not submittable,"Невозможно поделиться {0} с разрешением проведения, так как ДокТайп {1} не является проводимым",
Cannot submit {0}.,Невозможно провести {0}.,
Cannot update private workspace of other users,Невозможно обновить личное рабочее пространство других пользователей,
Cannot update {0},Невозможно обновить {0},
Cannot use sub-query in order by,Невозможно использовать подзапрос в порядке по,
Cannot use {0} in order/group by,Невозможно использовать {0} в порядке/группе по,
Cannot {0} {1}.,Невозможно {0} {1}.,
Capitalization doesn't help very much.,Капитализация не очень-то помогает.,
Capture,Запись,
Card,Числовой блок,
Card Break,Разрыв числового блока,
Card Label,Заголовок числового блока,
Card Links,Ссылки числового блока,
Cards,Числовые блоки,
Category,Категория,
Category Description,Описание категории,
Category Name,Название категории,
Cent,Монета,
Center,По центру,
"Certain documents, like an Invoice, should not be changed once final. The final state for such documents is called Submitted. You can restrict which roles can Submit.","Некоторые документы, например, счет-фактура, не должны изменяться после того, как они станут окончательными. Окончательное состояние таких документов называется Проведенным. Вы можете ограничить, какие роли могут проводить  документы.",
Chain Integrity,Целостность цепи,
Chaining Hash,Цепочка хэша,
Change,Изменить,
Change Image,Изменить изображение,
Change Label (via Custom Translation),Изменить заголовок (с помощью пользовательского перевода),
Change Letter Head,Изменить шапку письма,
Change Password,Изменить пароль,
Change Print Format,Изменить формат печати,
Change User,Сменить пользователя,
"Change the starting / current sequence number of an existing series. <br>

Warning: Incorrectly updating counters can prevent documents from getting created. ","Измените начальный / текущий порядковый номер существующей серии. <br>

Предупреждение: Неправильное обновление счетчиков может помешать созданию документов. ",
Changelog Feed,История изменений,
Changing any setting will reflect on all the email accounts associated with this domain.,"Изменение любого параметра отразится на всех учетных записях электронной почты, связанных с этим доменом.",
Changing rounding method on site with data can result in unexpected behaviour.,Изменение метода округления на сайте с данными может привести к неожиданному поведению.,
Channel,Канал,
Chart,Диаграмма,
Chart Configuration,Конфигурация диаграммы,
Chart Name,Название диаграммы,
Chart Options,Параметры диаграммы,
Chart Source,Источник диаграммы,
Chart Type,Тип диаграммы,
Charts,Диаграммы,
Chat,Чат,
Check,Проверка,
Check Request URL,Проверьте URL-адрес запроса,
Check broken links,Проверьте неработающие ссылки,
"Check columns to select, drag to set order.","Отметьте столбцы, чтобы выбрать, перетащите, чтобы установить порядок.",
Check the Error Log for more information: {0},Проверьте журнал ошибок для получения дополнительной информации: {0},
Check this if you don't want users to sign up for an account on your site. Users won't get desk access unless you explicitly provide it.,"Установите этот флажок, если Вы не хотите, чтобы пользователи регистрировали учетную запись на Вашем сайте. Пользователи не получат доступа к рабочему столу, если Вы не предоставите его явно.",
Check this if you want to force the user to select a series before saving. There will be no default if you check this.,"Установите этот флажок, если Вы хотите заставить пользователя выбрать серию перед сохранением. Если Вы отметите этот флажок, по умолчанию не будет.",
Checking broken links...,Проверка неработающих ссылок...,
Checking one moment,"Проверка, один момент",
"Checking this will enable tracking page views for blogs, web pages, etc.","Установка этого флажка позволит отслеживать просмотры страниц для блогов, веб-страниц и т.д.",
Checking this will hide custom doctypes and reports cards in Links section,"Если установить этот флажок, то карточки пользовательских доктайпов и отчетов будут скрыты в разделе Ссылки",
Checking this will publish the page on your website and it'll be visible to everyone.,"Установив этот флажок, Вы опубликуете страницу на своем сайте, и она будет видна всем.",
Checking this will show a text area where you can write custom javascript that will run on this page.,"Если Вы отметите этот пункт, появится текстовая область, где Вы можете написать пользовательский javascript, который будет выполняться на этой странице.",
Checksum Version,Версия контрольной суммы,
Child DocTypes are not allowed,Дочерние ДокТайпы не разрешены,
Child Doctype,Дочерний ДокТайп,
Child Table {0} for field {1},Дочерняя таблица {0} для поля {1},
Child Tables are shown as a Grid in other DocTypes,Дочерние таблицы отображаются в виде сетки в других типах документов,
Choose Existing Card or create New Card,Выберите существующий блок или создайте новый,
Choose a block or continue typing,Выберите блок или продолжите ввод текста,
Choose a color,Выбрать цвет,
Choose an icon,Выбрать иконку,
Choose authentication method to be used by all users,"Выберите метод аутентификации, который будет использоваться всеми пользователями",
City,Город,
City/Town,Город / Населенный пункт,
Clear,Очистить,
Clear & Add Template,Очистить и добавить шаблон,
Clear & Add template,Очистить и добавить шаблон,
Clear Assignment,Очистить назначения,Button in list view actions menu
Clear Cache and Reload,Очистить кэш и перезагрузить,
Clear Error Logs,Очистить журналы ошибок,
Clear Filters,Очистить фильтры,
Clear Logs After (days),Очистите журналы через (дней),
Clear User Permissions,Очистить разрешения пользователя,
Clear the email message and add the template,Очистить сообщение электронной почты и добавить шаблон,
"Clearing end date, as it cannot be in the past for published pages.","Очищение даты окончания, поскольку для опубликованных страниц она не может быть в прошлом.",
Click On Customize to add your first widget,"Нажмите Настроить, чтобы добавить свой первый виджет",
Click here,Нажмите здесь,
Click here to post bugs and suggestions,"Нажмите здесь, чтобы разместить информацию об ошибках и предложениях",
Click here to verify,"Нажмите здесь, чтобы проверить",
Click on <b>Authorize Google Drive Access</b> to authorize Google Drive Access.,"Нажмите на кнопку <b>Авторизовать доступ к Google Диск</b>, чтобы разрешить доступ.",
Click on a file to select it.,"Нажмите на файл, чтобы выбрать его.",
Click on the button to log in to {0},"Нажмите на кнопку, чтобы войти в систему {0}",
Click on the link below to approve the request,"Нажмите на ссылку ниже, чтобы одобрить запрос",
Click on the link below to complete your registration and set a new password,"Нажмите на ссылку ниже, чтобы завершить регистрацию и установить новый пароль",
Click on the link below to download your data,"Нажмите на ссылку ниже, чтобы загрузить свои данные",
Click on the link below to verify your request,"Нажмите на ссылку ниже, чтобы проверить Ваш запрос",
Click on the lock icon to toggle public/private,"Нажмите на значок замка, чтобы переключить режим ""публичный/частный""",
Click on {0} to generate Refresh Token.,"Нажмите на {0}, чтобы сгенерировать токен обновления.",
Click table to edit,Нажмите на таблицу для редактирования,
Click to Set Dynamic Filters,"Нажмите, чтобы установить динамические фильтры",
Click to Set Filters,"Нажмите, чтобы установить фильтры",
Click to sort by {0},"Нажмите, чтобы отсортировать по {0}",
Clicked,Выбрано,
Client,Клиент,
Client Code,Код клиента,
Client Credentials,Учетные данные клиента,
Client ID,ID клиента,
Client Id,ID клиента,
Client Information,Информация о клиенте,
Client Script,Клиентский скрипт,
Client Secret,Секретный ключ клиента,
Client URLs,URL-адреса клиентов,
Close,Закрыть,
Close Condition,Условие закрытия,
Close properties,Параметры закрытия,
Closed,Закрыто,
Cmd+Enter to add comment,"Cmd+Enter, чтобы добавить комментарий",
Code,Код,
Code Challenge,Кодовый вызов,
Code challenge method,Метод вызова кода,
Collapse,Свернуть,
Collapse All,Свернуть все,
Collapsible,Сворачиваемый,
Collapsible Depends On,Сворачиваемость зависит от,
Collapsible Depends On (JS),Сворачиваемость зависит от (JS),
Color,Цвет,
Column,Столбец,
Column <b>{0}</b> already exist.,Колонка <b>{0}</b> уже существует.,
Column Break,Разрыв колонки,
Column Labels:,Заголовки колонок:,
Column Name,Название столбца,
Column Name cannot be empty,Имя столбца не может быть пустым,
Column Width,Ширина столбца,
Column width cannot be zero.,Ширина столбца не может быть нулевой.,
Column {0},Колонка {0},
Columns,Колонки,
Columns / Fields,Колонки / Поля,
Columns based on,"Колонки, основанные на",
Combination of Grant Type (<code>{0}</code>) and Response Type (<code>{1}</code>) not allowed,Комбинация типа гранта (<code>{0}</code>) и типа ответа (<code>{1}</code>) не допускается,
Comm10E,Comm10E,
Comment,Комментарий,
Comment By,Комментарий от,
Comment Email,Электронная почта,
Comment Type,Тип комментария,
Comment can only be edited by the owner,Комментарий может быть отредактирован только владельцем,
Comment limit,Ограничение по количеству комментариев,
Comment limit per hour,Ограничение на количество комментариев в час,
Comments,Комментарии,
Comments and Communications will be associated with this linked document,Комментарии и сообщения будут связаны с этим документом по ссылке,
Comments cannot have links or email addresses,Комментарии не могут содержать ссылок или адресов электронной почты,
Commercial Rounding,Коммерческое округление,
Commit,Совершить,
Committed,Совершенные,
Common names and surnames are easy to guess.,Общие имена и фамилии легко угадать.,
Communication,Коммуникация,
Communication Link,Коммуникация - Ссылка,
Communication Type,Тип коммуникации,
Company,Компания,
Company History,История компании,
Company Introduction,Введение о компании,
Company Name,Название компании,
Compare Versions,Сравните версии,
Compilation warning,Предупреждение о компиляции,
Compiled Successfully,Скомпилировано успешно,
Complete,Готово,
Complete By,Завершено,
Complete Registration,Завершить регистрацию,
Completed,Завершен,
Completed By Role,Завершено - Роль,
Completed By User,Завершено  пользователем,
Component,Компонент,
Compose Email,Написать письмо,
Condition,Условие,
Condition Description,Описание условия,
Condition JSON,Условие JSON,
Conditions,Условия,
Configuration,Конфигурация,
Configure Chart,Настроить диаграмму,
Configure Columns,Настроить столбцы,
Configure Recorder,Настроить рекордер,
Configure columns for {0},Настроить колонки для {0},
"Configure how amended documents will be named.<br>

Default behaviour is to follow an amend counter which adds a number to the end of the original name indicating the amended version. <br>

Default Naming will make the amended document to behave same as new documents.","Настройте, как будут называться измененные документы.<br>

По умолчанию используется счетчик правок, который добавляет число в конец исходного названия, указывающее на измененную версию. <br>

Именование по умолчанию заставит измененный документ вести себя так же, как и новые документы.",
"Configure various aspects of how document naming works like naming series, current counter.","Настройте различные аспекты именования документов, например, серию именования, текущий счетчик.",
Confirm,Подтвердить,
Confirm Deletion of Account,Подтвердите удаление учетной записи,
Confirm New Password,Подтвердите новый пароль,
Confirm Password,Подтвердите пароль,
Confirm Request,Подтвердите запрос,
Confirm Your Email,Подтвердите свою электронную почту,
Confirmation Email Template,Шаблон письма с подтверждением,
Confirmed,Подтвержденный,
"Congratulations on completing the module setup. If you want to learn more you can refer to the documentation <a target=""_blank"" href=""{0}"">here</a>.","Поздравляем Вас с завершением настройки модуля. Если Вы хотите узнать больше, Вы можете обратиться к документации <a target=""_blank"" href=""{0}"">здесь</a>.",
Connect to {},Подключиться к {},
Connected App,Подключенное приложение,
Connected User,Связанный пользователь,
Connected to QZ Tray!,Подключен к QZ Tray!,
Connection Lost,Соединение потеряно,
Connection Success,Успех соединения,
Connection lost. Some features might not work.,Соединение потеряно. Некоторые функции могут не работать.,
Connections,Связи,
Console,Консоль,
Console Log,Журнал консоли,
Console Logs can not be deleted,Консольные журналы не могут быть удалены,
Constraints,Ограничения,
Contact,Контакт,
Contact Details,Контактная информация,
Contact Email,Почта для связи,
Contact Numbers,Контактные телефоны,
Contact Phone,Номер для связи,
Contact Synced with Google Contacts.,Контакт синхронизирован с Google Контакты.,
Contact Us,Свяжитесь с нами,
Contact Us Settings,Настройки раздела «Контакты»,
"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Параметры контакта, например, ""Запрос в отдел продаж, запрос в службу поддержки"" и т.д., каждый на новой строке или через запятую.",
Contacts,Контакты,
Contains {0} security fix,Содержит {0} исправление безопасности,
Contains {0} security fixes,Содержит {0} исправлений безопасности,
Content,Содержание,
Content (HTML),Содержание (HTML),
Content (Markdown),Содержание (Markdown),
Content Hash,Хэш содержимого,
Content Type,Тип содержимого,
Content data shoud be a list,Данные о содержимом должны быть списком,
Content type for building the page,Тип содержимого для создания страницы,
Context,Контекст,
Context Script,Контекстный скрипт,
Continue,Продолжить,
Contributed,Вклад,
Contribution Document Name,Название документа о вкладе,
Contribution Status,Статус вклада,
"Controls whether new users can sign up using this Social Login Key. If unset, Website Settings is respected.","Контролирует, могут ли новые пользователи регистрироваться, используя данный ключ социального входа. Если этот параметр не установлен, будут соблюдаться настройки сайта.",
Copied to clipboard.,Скопировано в буфер обмена.,
Copy Embed Code,Скопировать код для встраивания,
Copy Link,Скопировать ссылку,
Copy error to clipboard,Скопируйте ошибку в буфер обмена,
Copy to Clipboard,Копировать в буфер обмена,
Copyright,Авторские права,
Core DocTypes cannot be customized.,Основные типы документов не могут быть настроены пользователем.,
Core Modules {0} cannot be searched in Global Search.,Основные модули {0} не могут быть найдены в глобальном поиске.,
Correct version :,Правильная версия :,
Could not connect to outgoing email server,Не удалось подключиться к серверу исходящей электронной почты,
Could not find {0},Не удалось найти {0},
Could not map column {0} to field {1},Не удалось сопоставить столбец {0} с полем {1},
"Couldn't save, please check the data you have entered","Не удалось сохранить, пожалуйста, проверьте введенные данные",
Count,Количество,
Count Customizations,Настройки подсчета,
Count Filter,Фильтр подсчета,
Counter,Счетчик,
Country,Страна,
Country Code Required,Требуется код страны,
Country Name,Название страны,
County,Район,
Create,Создать,
Create & Continue,Создать и продолжить,
Create Card,Создать числовой блок,
Create Chart,Создайте диаграмму,
Create Contacts from Incoming Emails,Создание контактов из входящих писем,
Create Duplicate,Создать дубликат,
Create Entry,Создать запись,
Create Letter Head,Создать шапку письма,
Create Log,Создать журнал,
Create New,Создать новую,
Create New DocType,Создайте новый тип документа,
Create New Kanban Board,Создать новую канбан доску,
Create User Email,Создать почту пользователя,
Create a New Format,Создать новый формат,
Create a Reminder,Создать напоминание,
Create a new ...,Создайте новый ...,
Create a new record,Создать новую запись,
Create a new {0},Создать {0},
Create a {0} Account,Создать учетную запись в {0},
Create and send emails to a specific group of subscribers periodically.,Создайте и периодически отправляйте электронные письма определенной группе подписчиков.,
Create or Edit Print Format,Создание или редактирование формата печати,
Create or Edit Workflow,Создание или редактирование рабочего процесса,
Create your first {0},Создайте свой первый {0},
Create your workflow visually using the Workflow Builder.,"Создайте свой рабочий процесс визуально, используя конструктор рабочих процессов.",
Created,Создан,
Created At,Дата создания,
Created By,Владелец,
Created Custom Field {0} in {1},Создано пользовательское поле {0} в {1},
Created On,Создано,
Creating {0},Создание {0},
Criticism,Критика,
Criticize,Критикуйте,
Cron,Расписание,
Cron Format,Формат расписания,
Cron format is required for job types with Cron frequency.,Формат расписания требуется для типов заданий с частотой выполнения.,
Crop,Обрезать,
Ctrl + Down,Ctrl + Вниз,
Ctrl + Up,Ctrl + Вверх,
Ctrl+Enter to add comment,"Ctrl+Enter, чтобы добавить комментарий",
Currency,Валюта,
Currency Name,Название валюты,
Currency Precision,Точность валюты,
"Currency list stores the currency value, its symbol and fraction unit","Список валют хранит значение валюты, ее символ и дробную единицу",
Current,Текущий,
Current Job ID,Текущий идентификатор задачи,
Current Value,Текущее значение,
Current status,Текущий статус,
Currently Viewing,Сейчас просматривают,
Currently you have {0} review points,В настоящее время у Вас {0} баллов за отзыв,
Custom,Пользовательский,
Custom Base URL,Пользовательский базовый URL,
Custom Block Name,Пользовательское название блока,
Custom Blocks,Пользовательские блоки,
Custom CSS,Пользовательский CSS,
Custom Configuration,Пользовательская конфигурация,
Custom DocPerm,Пользовательский допуск,
Custom Document Types (Select Permission),Пользовательские типы документов (выберите разрешение),
Custom Document Types Limit Exceeded,Превышен лимит пользовательских типов документов,
Custom Documents,Пользовательские документы,
Custom Field,Пользовательское поле,
Custom Field {0} is created by the Administrator and can only be deleted through the Administrator account.,Пользовательское поле {0} создается администратором и может быть удалено только через учетную запись администратора.,
Custom Fields can only be added to a standard DocType.,Пользовательские поля могут быть добавлены только к стандартному типу DocType.,
Custom Fields cannot be added to core DocTypes.,Пользовательские поля не могут быть добавлены к основным типам документов.,
Custom Footer,Пользовательский нижний колонтитул,
Custom Format,Пользовательский формат,
Custom Group Search,Пользовательский групповой поиск,
"Custom Group Search if filled needs to contain the user placeholder {0}, eg uid={0},ou=users,dc=example,dc=com","Пользовательский групповой поиск, если он заполнен, должен содержать заполнитель пользователя {0}, например, uid={0},ou=users,dc=example,dc=com",
Custom HTML,Пользовательский HTML,
Custom HTML Block,Пользовательский блок HTML,
Custom HTML Help,Пользовательская справка HTML,
"Custom LDAP Directoy Selected, please ensure 'LDAP Group Member attribute' and 'Group Object Class' are entered","Выбрана пользовательская LDAP Directoy, убедитесь, что введены 'Атрибут члена группы LDAP' и 'Класс объекта группы'",
Custom Label,Пользовательское название,
Custom Menu Items,Пользовательские пункты меню,
Custom Options,Пользовательские настройки,
Custom Overrides,Пользовательские переопределения,
Custom Report,Пользовательский отчет,
Custom Reports,Пользовательские отчеты,
Custom Role,Пользовательская роль,
Custom SCSS,Пользовательский SCSS,
Custom Sidebar Menu,Пользовательское меню боковой панели,
Custom field renamed to {0} successfully.,Пользовательское поле успешно переименовано в {0}.,
Custom?,Пользовательский,
Customization,Индивидуальная настройка,
Customizations Discarded,Пользовательские настройки отменены,
Customizations Reset,Сброс пользовательских настроек,
Customizations for <b>{0}</b> exported to:<br>{1},Настройки для <b>{0}</b> экспортируется в:<br>{1},
Customize,Настроить,
Customize Child Table,Настроить дочернюю таблицу,
Customize Dashboard,Настроить инфопанель,
Customize Form,Настроить форму,
Customize Form - {0},Настроить форму - {0},
Customize Form Field,Пользовательская форма - Поля,
Cut,Вырезать,
Cyan,Бирюзовый,
DELETE,DELETE,
DESC,По убыванию,
DLE,DLE,
DRAFT,ЧЕРНОВИК,
Daily,Ежедневно,
Daily Event Digest is sent for Calendar Events where reminders are set.,"Ежедневный дайджест событий отправляется для событий календаря, по которым установлены напоминания.",
Daily Events should finish on the Same Day.,Ежедневные события должны заканчиваться в один и тот же день.,
Daily Long,Ежедневно долго,
Danger,Опасность,
Dark,Темная,
Dark Color,Темный цвет,
Dark Theme,Темная тема,
Dashboard,Инфопанель,
Dashboard Chart,Диаграмма инфопанели,
Dashboard Chart Field,Диаграмма Инфопанели - Поле,
Dashboard Chart Link,Диаграмма Инфопанели - Ссылка,
Dashboard Chart Source,Диаграмма Инфопанели - Источник,
Dashboard Manager,Менеджер информационной панели,
Dashboard Name,Название информационной панели,
Dashboard Settings,Инфопанель - Настройки,
Dashboard View,Инфопанель,
Dashboards,Инфопанели,
Data,Данные,
Data Clipped,Вырезанные данные,
Data Export,Экспорт данных,
Data Import,Импорт данных,
Data Import Log,Журнал импорта данных,
Data Import Template,Шаблон импорта данных,
Data Too Long,Слишком длинные данные,
Data missing in table,Отсутствие данных в таблице,
Database,База данных,
Database Engine,Тип базы данных,
Database Processes,Процессы работы с базой данных,
Database Row Size Utilization,Использование размера строки базы данных,
Database Storage Usage By Tables,Использование хранилища базы данных по таблицам,
Database Table Row Size Limit,Ограничение размера строк таблицы базы данных,
"Database Table Row Size Utilization: {0}%, this limits number of fields you can add.","Использование размера строки таблицы базы данных: {0}%, это ограничивает количество полей, которые Вы можете добавить.",
Database Version,Версия базы данных,
Date,Дата,
Date Format,Формат даты,
Date Range,Диапазон дат,
Date and Number Format,Формат даты и числа,
Date {0} must be in format: {1},Дата {0} должна быть в формате: {1},
Dates are often easy to guess.,Даты часто легко угадать.,
Datetime,Дата и время,
Day,День,
Day of Week,День недели,
Days After,Дней после,
Days Before,Дней до,
Days Before or After,Дней до или после,
Deadlock Occurred,Возник тупик,
Dear,Уважаемый(ая),
"Dear System Manager,","Уважаемый системный менеджер,",
"Dear User,","Уважаемый пользователь,",
Dear {0},Уважаемые {0},
Debug Log,Журнал отладки,
Default,По умолчанию,
Default Address Template cannot be deleted,Шаблон адреса по умолчанию не может быть удален,
Default Amendment Naming,Именование правок по умолчанию,
Default App,Приложение по умолчанию,
Default Email Template,Шаблон электронной почты по умолчанию,
Default Inbox,Входящие по умолчанию,
Default Incoming,По умолчанию Входящие,
Default Letter Head,Заголовок письма по умолчанию,
Default Naming,Именование по умолчанию,
Default Outgoing,По умолчанию Исходящие,
Default Portal Home,Главная страница портала по умолчанию,
Default Print Format,Формат печати по умолчанию,
Default Print Language,Язык печати по умолчанию,
Default Redirect URI,URI перенаправления по умолчанию,
Default Role at Time of Signup,Роль по умолчанию при регистрации,
Default Sending,Отправка по умолчанию,
Default Sending and Inbox,По умолчанию Отправка и Входящие,
Default Sort Field,Поле сортировки по умолчанию,
Default Sort Order,Порядок сортировки по умолчанию,
Default Template For Field,Шаблон по умолчанию для поля,
Default Theme,Тема по умолчанию,
Default User Role,Роль пользователя по умолчанию,
Default User Type,Тип пользователя по умолчанию,
Default Value,Значение по умолчанию,
Default View,Вид по умолчанию,
Default Workspace,Рабочая область по умолчанию,
Default for 'Check' type of field {0} must be either '0' or '1',"По умолчанию для поля типа 'Check' {0} должно быть либо '0', либо '1'",
Default value for {0} must be in the list of options.,Значение по умолчанию для {0} должно быть в списке опций.,
Default {0},По умолчанию {0},
"Default: ""Contact Us""","По умолчанию: ""Свяжитесь с нами""",
DefaultValue,DefaultValue,
Defaults,По умолчанию,
Defaults Updated,Обновление настроек по умолчанию,
Defines actions on states and the next step and allowed roles.,"Определяет действия над состояниями и следующим шагом, а также разрешенные роли.",
Defines workflow states and rules for a document.,Определяет состояния и правила рабочего процесса для документа.,
Delayed,Задерживается,
Delete,Удалить,
Delete Account,Удалить аккаунт,
Delete All,Удалить все,
Delete Data,Удалить данные,
Delete Kanban Board,Удалить Канбан доску,
Delete Workspace,Удалить рабочую область,
Delete and Generate New,Удалить и создать новый,
Delete comment?,Удалить комментарий?,
Delete this record to allow sending to this email address,"Удалите эту запись, чтобы разрешить отправку на этот адрес электронной почты",
Deleted,Удалено,
Deleted DocType,Удаленный ДокТайп,
Deleted Document,Удаленный документ,
Deleted Name,Удаленное имя,
Deleted all documents successfully,Успешное удаление всех документов,
Deleting {0},Удаление {0},
Deleting {0} records...,Удаление {0} записей...,
Deleting {0}...,Удаление {0}...,
Deletion Steps ,Шаги удаления ,
Delimiter must be a single character,Разделитель должен состоять из одного символа,
Delivery Status,Статус доставки,
Deny,Отклонить,
Department,Отдел,
Dependencies,Зависимости,
Depends On,Зависит от,
Descendants Of,Потомки,
Descendants Of (inclusive),Потомки (включительно),
Description,Описание,
"Description for listing page, in plain text, only a couple of lines. (max 200 characters)","Описание для страницы листинга, обычным текстом, всего пару строк. (не более 200 символов)",
Description to inform the user about any action that is going to be performed,"Описание, информирующее пользователя о любом действии, которое будет выполнено",
Designation,Назначение,
Desk,Рабочий стол,
Desk Access,Доступ к рабочему столу,
Desk Settings,Настройки рабочего стола,
Desk Theme,Тема рабочего стола,
Desk User,Пользователь рабочего стола,
Desktop Icon,Иконка рабочего стола,
Desktop Icon already exists,Иконка рабочего стола уже существует,
Details,Подробности,
Did not add,Не добавлено,
Did not remove,Не удалено,
Diff,Разница,
"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.","Различные ""состояния"", в которых может находиться этот документ. Например, ""Открыт"", ""Ожидает одобрения"" и т.д.",
Digits,Цифры,
Directory Server,Сервер каталогов,
Disable Auto Refresh,Отключить автообновление,
Disable Change Log Notification,Отключить уведомление о журнале изменений,
Disable Comment Count,Отключить подсчет комментариев,
Disable Comments,Отключить комментарии,
Disable Count,Отключить подсчет,
Disable Document Sharing,Отключите общий доступ к документам,
Disable Likes,Отключить лайки,
Disable Report,Отключить отчет,
Disable SMTP server authentication,Отключить аутентификацию SMTP-сервера,
Disable Sidebar Stats,Отключить статистику в боковой панели,
Disable Signup for your site,Отключить регистрацию на Вашем сайте,
Disable Standard Email Footer,Отключить стандартный нижний колонтитул электронной почты,
Disable System Update Notification,Отключить уведомление об обновлении системы,
Disable Username/Password Login,Отключить вход по имени пользователя/паролю,
Disable signups,Отключить регистрацию,
Disabled,Отключено,
Disabled Auto Reply,Отключен автоответчик,
Discard,Отменить,
Discard?,Отменить?,
Disclaimer: These indexes are suggested based on data and queries performed during this recording. These suggestions may or may not help.,"Отказ от ответственности: Эти индексы предложены на основе данных и запросов, выполненных во время этой записи. Эти предложения могут помочь, а могут и не помочь.",
Discussion Reply,Обсуждение - Ответы,
Discussion Topic,Обсуждение - Темы,
Dismiss,Отклонить,
Display,Отображение,
Display Depends On,Отображение зависит от,
Display Depends On (JS),Отображение зависит от (JS),
Divider,Разделитель,
Do Not Create New User ,Не создавать нового пользователя ,
Do not create new user if user with email does not exist in the system,"Не создавать нового пользователя, если пользователь с электронной почтой не существует в системе",
Do not edit headers which are preset in the template,"Не редактировать заголовки, предварительно установленные в шаблоне",
Do not have permission to access bucket {0}.,У Вас нет разрешения на доступ к корзине {0}.,
Do you still want to proceed?,Вы все еще хотите продолжить?,
Do you want to cancel all linked documents?,Вы хотите отменить все связанные документы?,
Doc Event,Событие документа,
